id,date,store_id,product_id,quantity_on_hand,days_until_expiry,freshness_score
12898,2025-12-24,10,92,19.8,5,0.03
12899,2025-12-24,10,86,6.2,4,0.8
12900,2025-12-24,10,102,6.7,319,0.87
12901,2025-12-24,10,6,3.3,1,0.14
12902,2025-12-24,10,38,17.1,4,0.29
12903,2025-12-24,10,30,21.4,0,0.0
12904,2025-12-24,10,16,3.5,7,0.5
12905,2025-12-24,10,10,14.5,2,0.25
12906,2025-12-24,10,79,11.2,5,1.0
12907,2025-12-24,10,23,21.4,16,0.53
12908,2025-12-24,10,59,20.5,0,0.0
12909,2025-12-24,10,124,15.3,72,0.2
12910,2025-12-24,10,65,15.6,5,0.71
12911,2025-12-24,10,17,7.7,6,0.43
12912,2025-12-24,10,25,12.8,0,0.0
12913,2025-12-24,10,141,3.6,1,1.0
12914,2025-12-24,10,110,10.2,632,0.87
12915,2025-12-24,10,71,5.3,1,0.5
12916,2025-12-24,10,104,11.2,865,0.47
12917,2025-12-24,10,72,6.2,2,1.0
12918,2025-12-24,10,89,5.3,8,0.27
12919,2025-12-24,10,112,9.8,640,0.88
12920,2025-12-24,10,146,2.9,0,0.0
12921,2025-12-24,10,80,14.8,2,0.67
12922,2025-12-24,10,44,1.6,3,0.3
12923,2025-12-24,10,129,1.6,26,0.14
12924,2025-12-24,10,103,23.7,272,0.37
12925,2025-12-24,10,132,9.9,153,0.85
12926,2025-12-24,10,74,4.1,1,0.5
12927,2025-12-24,10,2,29.4,15,0.71
12928,2025-12-24,10,33,0.8,6,0.86
12929,2025-12-24,10,109,8.9,50,0.14
12930,2025-12-24,10,130,5.8,35,0.1
12931,2025-12-24,10,100,10.6,31,0.08
12932,2025-12-24,10,122,2.5,53,0.15
12933,2025-12-24,10,81,12.7,4,0.8
12934,2025-12-24,10,5,3.1,2,0.4
12935,2025-12-24,10,117,15.8,158,0.43
12936,2025-12-24,10,62,12.4,0,0.0
12937,2025-12-24,10,68,7.8,3,0.3
12938,2025-12-24,10,13,11.0,7,1.0
12939,2025-12-24,10,83,8.1,2,0.4
12940,2025-12-24,10,123,3.8,103,0.57
12941,2025-12-24,10,57,8.2,14,1.0
12942,2025-12-25,1,98,5.9,522,0.72
12943,2025-12-25,1,136,0.1,0,0.0
12944,2025-12-25,1,47,62.2,2,0.29
12945,2025-12-25,1,126,23.0,50,0.42
12946,2025-12-25,1,110,18.4,528,0.72
12947,2025-12-25,1,61,24.6,2,0.67
12948,2025-12-25,1,78,23.1,3,0.6
12949,2025-12-25,1,22,49.6,23,0.77
12950,2025-12-25,1,72,3.9,2,1.0
12951,2025-12-25,1,109,11.1,312,0.85
12952,2025-12-25,1,57,19.2,6,0.43
12953,2025-12-25,1,128,13.1,86,0.48
12954,2025-12-25,1,73,2.3,2,1.0
12955,2025-12-25,1,71,7.3,0,0.0
12956,2025-12-25,1,41,14.2,23,0.77
12957,2025-12-25,1,44,6.0,5,0.5
12958,2025-12-25,1,48,41.2,24,0.8
12959,2025-12-25,1,62,15.2,0,0.0
12960,2025-12-25,1,127,15.5,95,0.79
12961,2025-12-25,1,26,11.2,1,0.14
12962,2025-12-25,1,138,6.1,2,0.4
12963,2025-12-25,1,13,13.0,5,0.71
12964,2025-12-25,1,24,26.5,18,0.86
12965,2025-12-25,1,120,11.2,335,0.92
12966,2025-12-25,1,131,22.6,93,0.25
12967,2025-12-25,1,96,18.1,2,0.01
12968,2025-12-25,1,132,15.2,132,0.73
12969,2025-12-25,1,65,8.1,1,0.14
12970,2025-12-25,1,141,6.8,1,1.0
12971,2025-12-25,1,99,31.3,264,0.36
12972,2025-12-25,1,45,26.4,7,0.33
12973,2025-12-25,1,118,2.6,85,0.23
12974,2025-12-25,1,139,9.0,0,0.0
12975,2025-12-25,1,19,10.8,2,0.4
12976,2025-12-25,1,15,18.2,5,0.24
12977,2025-12-25,1,59,39.9,1,0.33
12978,2025-12-25,1,74,3.9,2,1.0
12979,2025-12-25,1,2,42.8,4,0.19
12980,2025-12-25,1,36,1.9,4,0.57
12981,2025-12-25,1,142,3.6,120,0.67
12982,2025-12-25,1,14,13.0,8,0.57
12983,2025-12-25,1,12,33.5,3,0.6
12984,2025-12-25,1,27,22.6,3,0.6
12985,2025-12-25,1,54,10.9,5,0.5
12986,2025-12-25,1,9,9.7,14,1.0
12987,2025-12-25,1,34,13.0,3,0.6
12988,2025-12-25,1,92,4.0,154,0.86
12989,2025-12-25,1,4,18.0,9,0.64
12990,2025-12-25,1,105,5.5,75,0.1
12991,2025-12-25,1,23,16.0,1,0.03
12992,2025-12-25,1,11,7.9,0,0.0
12993,2025-12-25,1,125,4.9,26,0.14
12994,2025-12-25,1,76,4.5,162,0.22
12995,2025-12-25,1,140,9.2,4,0.8
12996,2025-12-25,1,66,9.8,3,1.0
12997,2025-12-25,2,113,3.2,318,0.87
12998,2025-12-25,2,119,13.4,74,0.41
12999,2025-12-25,2,50,53.0,10,0.71
13000,2025-12-25,2,9,16.5,5,0.36
13001,2025-12-25,2,12,27.6,5,1.0
13002,2025-12-25,2,40,29.0,36,0.6
13003,2025-12-25,2,123,6.2,62,0.34
13004,2025-12-25,2,111,9.2,144,0.39
13005,2025-12-25,2,19,7.6,1,0.2
13006,2025-12-25,2,92,15.7,141,0.78
13007,2025-12-25,2,78,16.4,1,0.2
13008,2025-12-25,2,74,7.5,2,1.0
13009,2025-12-25,2,105,6.3,58,0.08
13010,2025-12-25,2,83,26.8,0,0.0
13011,2025-12-25,2,96,3.9,90,0.5
13012,2025-12-25,2,1,46.4,7,1.0
13013,2025-12-25,2,87,28.9,0,0.0
13014,2025-12-25,2,101,11.0,86,0.24
13015,2025-12-25,2,32,18.8,3,0.43
13016,2025-12-25,2,11,13.4,6,0.86
13017,2025-12-25,2,124,10.5,330,0.9
13018,2025-12-25,2,31,15.9,5,0.5
13019,2025-12-25,2,142,6.1,8,0.04
13020,2025-12-25,2,98,14.6,462,0.63
13021,2025-12-25,2,41,1.7,30,1.0
13022,2025-12-25,2,145,4.2,0,0.0
13023,2025-12-25,2,95,3.6,191,0.52
13024,2025-12-25,2,52,45.9,28,0.93
13025,2025-12-25,2,62,12.3,2,0.67
13026,2025-12-25,2,140,6.1,0,0.0
13027,2025-12-25,2,20,4.4,3,0.75
13028,2025-12-25,2,37,9.3,0,0.0
13029,2025-12-25,2,54,3.0,10,1.0
13030,2025-12-25,2,93,9.5,173,0.47
13031,2025-12-25,2,141,2.7,1,1.0
13032,2025-12-25,2,70,3.7,0,0.0
13033,2025-12-25,2,99,22.8,510,0.7
13034,2025-12-25,2,112,9.9,68,0.09
13035,2025-12-25,2,82,32.6,3,1.0
13036,2025-12-25,2,64,21.2,1,0.14
13037,2025-12-25,2,126,11.1,111,0.93
13038,2025-12-25,2,66,15.7,0,0.0
13039,2025-12-25,2,133,15.3,108,0.9
13040,2025-12-25,2,117,19.0,321,0.88
13041,2025-12-25,2,7,2.2,5,0.5
13042,2025-12-25,2,122,9.1,174,0.48
13043,2025-12-25,2,118,7.0,42,0.12
13044,2025-12-25,2,80,12.5,1,0.33
13045,2025-12-25,2,81,25.2,4,0.8
13046,2025-12-25,2,115,8.6,344,0.94
13047,2025-12-25,2,51,23.5,12,0.86
13048,2025-12-25,2,33,8.5,3,0.43
13049,2025-12-25,2,76,9.4,109,0.15
13050,2025-12-25,2,144,9.6,2,0.4
13051,2025-12-25,2,73,5.4,1,0.5
13052,2025-12-25,2,36,6.1,7,1.0
13053,2025-12-25,2,57,6.0,5,0.36
13054,2025-12-25,2,47,24.1,1,0.14
13055,2025-12-25,2,58,23.3,2,0.67
13056,2025-12-25,2,25,27.5,2,0.29
13057,2025-12-25,2,21,29.3,7,0.7
13058,2025-12-25,2,136,7.4,2,0.4
13059,2025-12-25,2,28,27.9,5,0.71
13060,2025-12-25,2,24,1.1,10,0.48
13061,2025-12-25,2,13,12.3,1,0.14
13062,2025-12-25,2,114,9.2,31,0.17
13063,2025-12-25,2,77,7.6,0,0.0
13064,2025-12-25,2,88,13.8,6,0.6
13065,2025-12-25,2,121,12.0,135,0.75
13066,2025-12-25,2,10,4.3,5,0.62
13067,2025-12-25,2,8,21.5,9,0.9
13068,2025-12-25,2,34,7.3,0,0.0
13069,2025-12-25,2,43,10.0,1,0.2
13070,2025-12-25,2,102,25.7,25,0.07
13071,2025-12-25,3,84,16.9,5,0.36
13072,2025-12-25,3,96,8.8,160,0.89
13073,2025-12-25,3,67,2.9,0,0.0
13074,2025-12-25,3,63,12.3,2,0.67
13075,2025-12-25,3,34,3.7,1,0.2
13076,2025-12-25,3,87,29.6,0,0.0
13077,2025-12-25,3,41,4.3,23,0.77
13078,2025-12-25,3,50,30.2,7,0.5
13079,2025-12-25,3,74,4.1,2,1.0
13080,2025-12-25,3,62,3.8,2,0.67
13081,2025-12-25,3,54,8.8,1,0.1
13082,2025-12-25,3,134,5.3,5,0.36
13083,2025-12-25,3,40,13.8,1,0.02
13084,2025-12-25,3,103,13.6,199,0.27
13085,2025-12-25,3,89,9.0,22,0.73
13086,2025-12-25,3,79,25.4,0,0.0
13087,2025-12-25,3,24,14.1,3,0.14
13088,2025-12-25,3,113,14.3,2,0.01
13089,2025-12-25,3,111,3.6,348,0.95
13090,2025-12-25,3,57,8.1,13,0.93
13091,2025-12-25,3,116,8.1,67,0.74
13092,2025-12-25,3,25,21.5,0,0.0
13093,2025-12-25,3,105,3.3,347,0.48
13094,2025-12-25,3,2,16.9,6,0.29
13095,2025-12-25,3,108,19.3,84,0.47
13096,2025-12-25,3,94,11.2,160,0.89
13097,2025-12-25,3,115,4.5,135,0.37
13098,2025-12-25,3,16,11.2,7,0.5
13099,2025-12-25,3,78,22.0,5,1.0
13100,2025-12-25,3,38,1.4,1,0.07
13101,2025-12-25,3,47,40.0,3,0.43
13102,2025-12-25,3,53,20.1,12,0.86
13103,2025-12-25,3,145,6.8,5,1.0
13104,2025-12-25,3,117,9.4,314,0.86
13105,2025-12-25,3,102,13.3,238,0.65
13106,2025-12-25,3,58,25.5,2,0.67
13107,2025-12-25,3,141,3.2,0,0.0
13108,2025-12-25,3,118,10.2,111,0.3
13109,2025-12-25,3,6,19.7,4,0.57
13110,2025-12-25,4,89,9.9,13,0.43
13111,2025-12-25,4,17,6.5,0,0.0
13112,2025-12-25,4,31,14.5,6,0.6
13113,2025-12-25,4,101,6.3,53,0.15
13114,2025-12-25,4,69,12.6,16,0.76
13115,2025-12-25,4,124,17.9,178,0.49
13116,2025-12-25,4,68,17.3,3,0.3
13117,2025-12-25,4,11,15.7,2,0.29
13118,2025-12-25,4,129,41.6,70,0.39
13119,2025-12-25,4,83,17.0,4,0.8
13120,2025-12-25,4,118,6.5,122,0.33
13121,2025-12-25,4,6,31.0,1,0.14
13122,2025-12-25,4,58,36.9,1,0.33
13123,2025-12-25,4,52,45.2,8,0.27
13124,2025-12-25,4,120,6.1,107,0.29
13125,2025-12-25,4,92,22.9,16,0.09
13126,2025-12-25,4,66,16.2,2,0.67
13127,2025-12-25,4,100,8.2,247,0.68
13128,2025-12-25,4,22,40.7,19,0.63
13129,2025-12-25,4,62,15.3,3,1.0
13130,2025-12-25,4,87,24.4,2,0.2
13131,2025-12-25,4,103,14.8,66,0.09
13132,2025-12-25,4,49,38.2,7,0.5
13133,2025-12-25,4,76,5.0,401,0.55
13134,2025-12-25,4,59,33.8,2,0.67
13135,2025-12-25,4,115,6.7,213,0.58
13136,2025-12-25,4,91,22.8,138,0.38
13137,2025-12-25,4,13,4.0,1,0.14
13138,2025-12-25,4,105,6.5,711,0.97
13139,2025-12-25,4,95,17.5,318,0.87
13140,2025-12-25,4,71,7.5,0,0.0
13141,2025-12-25,4,14,3.6,14,1.0
13142,2025-12-25,4,2,32.7,13,0.62
13143,2025-12-25,4,46,90.7,0,0.0
13144,2025-12-25,4,26,9.2,2,0.29
13145,2025-12-25,4,37,14.3,3,0.21
13146,2025-12-25,4,9,8.3,11,0.79
13147,2025-12-25,4,51,35.1,2,0.14
13148,2025-12-25,4,134,5.4,2,0.14
13149,2025-12-25,4,19,9.7,2,0.4
13150,2025-12-25,4,108,8.8,166,0.92
13151,2025-12-25,4,72,5.5,0,0.0
13152,2025-12-25,4,141,3.4,1,1.0
13153,2025-12-25,4,47,49.8,0,0.0
13154,2025-12-25,4,145,2.8,4,0.8
13155,2025-12-25,4,80,32.2,3,1.0
13156,2025-12-25,4,35,25.5,2,0.4
13157,2025-12-25,4,15,16.4,1,0.05
13158,2025-12-25,4,1,56.9,1,0.14
13159,2025-12-25,4,10,18.3,4,0.5
13160,2025-12-25,4,98,18.3,41,0.06
13161,2025-12-25,4,21,19.7,9,0.9
13162,2025-12-25,4,99,29.5,101,0.14
13163,2025-12-25,4,63,23.0,2,0.67
13164,2025-12-25,4,135,3.5,0,0.0
13165,2025-12-25,4,39,12.0,5,0.71
13166,2025-12-25,4,132,9.3,163,0.91
13167,2025-12-25,5,12,18.0,1,0.2
13168,2025-12-25,5,96,11.4,46,0.26
13169,2025-12-25,5,107,0.5,259,0.35
13170,2025-12-25,5,65,16.7,4,0.57
13171,2025-12-25,5,48,13.3,30,1.0
13172,2025-12-25,5,122,7.5,240,0.66
13173,2025-12-25,5,42,9.5,5,1.0
13174,2025-12-25,5,35,8.0,2,0.4
13175,2025-12-25,5,59,20.1,2,0.67
13176,2025-12-25,5,32,11.7,1,0.14
13177,2025-12-25,5,5,24.3,3,0.6
13178,2025-12-25,5,120,14.6,177,0.48
13179,2025-12-25,5,54,19.1,6,0.6
13180,2025-12-25,5,52,2.7,3,0.1
13181,2025-12-25,5,129,13.0,104,0.58
13182,2025-12-25,5,112,11.2,122,0.17
13183,2025-12-25,5,76,4.7,649,0.89
13184,2025-12-25,5,69,12.4,3,0.14
13185,2025-12-25,5,4,29.5,2,0.14
13186,2025-12-25,5,41,2.3,29,0.97
13187,2025-12-25,5,98,21.7,30,0.04
13188,2025-12-25,5,57,4.5,11,0.79
13189,2025-12-25,5,7,28.8,10,1.0
13190,2025-12-25,5,91,24.0,105,0.29
13191,2025-12-25,5,141,5.9,1,1.0
13192,2025-12-25,5,60,44.3,3,1.0
13193,2025-12-25,5,25,5.7,5,0.71
13194,2025-12-25,5,127,19.7,93,0.78
13195,2025-12-25,5,75,18.2,728,1.0
13196,2025-12-25,5,93,7.3,358,0.98
13197,2025-12-25,5,81,3.9,4,0.8
13198,2025-12-25,5,102,9.9,83,0.23
13199,2025-12-25,5,106,9.8,175,0.97
13200,2025-12-25,5,72,3.7,1,0.5
13201,2025-12-25,5,26,7.8,7,1.0
13202,2025-12-25,5,53,13.5,5,0.36
13203,2025-12-25,5,121,7.4,34,0.19
13204,2025-12-25,5,45,21.1,4,0.19
13205,2025-12-25,5,50,18.5,0,0.0
13206,2025-12-25,5,146,3.2,6,0.86
13207,2025-12-25,5,101,13.2,337,0.92
13208,2025-12-25,5,11,9.5,7,1.0
13209,2025-12-25,5,110,3.6,526,0.72
13210,2025-12-25,5,133,5.8,9,0.07
13211,2025-12-25,5,135,2.7,3,0.6
13212,2025-12-25,5,138,3.8,1,0.2
13213,2025-12-25,5,15,19.6,19,0.9
13214,2025-12-25,5,38,10.9,7,0.5
13215,2025-12-25,5,16,14.3,2,0.14
13216,2025-12-25,5,24,31.0,8,0.38
13217,2025-12-25,5,136,8.1,1,0.2
13218,2025-12-25,5,100,2.9,19,0.05
13219,2025-12-25,5,2,43.5,11,0.52
13220,2025-12-25,5,63,10.1,2,0.67
13221,2025-12-25,5,144,8.7,0,0.0
13222,2025-12-25,5,56,11.9,7,0.7
13223,2025-12-25,5,62,18.4,1,0.33
13224,2025-12-25,5,40,19.7,55,0.92
13225,2025-12-25,5,67,10.1,2,0.67
13226,2025-12-25,5,147,6.8,7,0.7
13227,2025-12-25,5,134,2.3,10,0.71
13228,2025-12-25,5,142,4.1,5,0.03
13229,2025-12-25,5,27,20.5,0,0.0
13230,2025-12-25,5,47,40.7,0,0.0
13231,2025-12-25,5,19,5.3,3,0.6
13232,2025-12-25,5,71,6.8,2,1.0
13233,2025-12-25,5,22,49.3,8,0.27
13234,2025-12-25,5,58,49.5,2,0.67
13235,2025-12-25,5,125,6.8,131,0.73
13236,2025-12-25,5,89,10.0,5,0.17
13237,2025-12-25,5,1,14.1,7,1.0
13238,2025-12-25,5,9,10.1,10,0.71
13239,2025-12-25,5,39,4.3,3,0.43
13240,2025-12-25,6,93,4.2,197,0.54
13241,2025-12-25,6,121,8.0,50,0.28
13242,2025-12-25,6,115,1.8,266,0.73
13243,2025-12-25,6,78,31.4,5,1.0
13244,2025-12-25,6,102,18.6,75,0.21
13245,2025-12-25,6,124,9.8,301,0.82
13246,2025-12-25,6,129,5.5,131,0.73
13247,2025-12-25,6,46,79.7,4,0.57
13248,2025-12-25,6,42,4.8,2,0.4
13249,2025-12-25,6,24,21.2,15,0.71
13250,2025-12-25,6,19,7.4,4,0.8
13251,2025-12-25,6,28,19.4,4,0.57
13252,2025-12-25,6,14,23.3,9,0.64
13253,2025-12-25,6,148,2.4,5,0.5
13254,2025-12-25,6,90,19.6,4,0.29
13255,2025-12-25,6,50,47.0,13,0.93
13256,2025-12-25,6,12,26.9,3,0.6
13257,2025-12-25,6,143,2.6,190,0.52
13258,2025-12-25,6,125,6.9,71,0.39
13259,2025-12-25,6,147,10.5,9,0.9
13260,2025-12-25,6,138,10.2,4,0.8
13261,2025-12-25,6,119,9.6,47,0.26
13262,2025-12-25,6,88,18.2,0,0.0
13263,2025-12-25,6,135,5.4,4,0.8
13264,2025-12-25,6,123,4.2,135,0.75
13265,2025-12-25,6,3,23.7,13,0.62
13266,2025-12-25,6,84,13.0,9,0.64
13267,2025-12-25,6,38,7.2,12,0.86
13268,2025-12-25,6,131,17.9,62,0.17
13269,2025-12-25,6,2,34.2,3,0.14
13270,2025-12-25,6,9,12.3,4,0.29
13271,2025-12-25,6,30,15.3,4,0.4
13272,2025-12-25,6,39,3.4,5,0.71
13273,2025-12-25,6,47,18.4,0,0.0
13274,2025-12-25,6,118,4.2,250,0.68
13275,2025-12-25,6,23,29.3,25,0.83
13276,2025-12-25,6,89,16.2,5,0.17
13277,2025-12-25,6,86,6.7,5,1.0
13278,2025-12-25,6,33,15.8,1,0.14
13279,2025-12-25,6,41,5.9,11,0.37
13280,2025-12-25,6,109,12.5,236,0.65
13281,2025-12-25,6,65,13.4,0,0.0
13282,2025-12-25,6,140,5.7,2,0.4
13283,2025-12-25,7,46,65.8,2,0.29
13284,2025-12-25,7,73,3.1,1,0.5
13285,2025-12-25,7,11,5.9,1,0.14
13286,2025-12-25,7,69,12.1,20,0.95
13287,2025-12-25,7,77,62.2,1,0.2
13288,2025-12-25,7,24,7.2,13,0.62
13289,2025-12-25,7,58,29.1,2,0.67
13290,2025-12-25,7,85,10.5,2,1.0
13291,2025-12-25,7,116,11.8,63,0.7
13292,2025-12-25,7,16,7.3,6,0.43
13293,2025-12-25,7,31,7.6,9,0.9
13294,2025-12-25,7,10,6.8,2,0.25
13295,2025-12-25,7,12,8.4,5,1.0
13296,2025-12-25,7,20,6.7,1,0.25
13297,2025-12-25,7,145,1.9,1,0.2
13298,2025-12-25,7,100,2.8,72,0.2
13299,2025-12-25,7,59,25.7,0,0.0
13300,2025-12-25,7,56,11.0,6,0.6
13301,2025-12-25,7,8,4.3,2,0.2
13302,2025-12-25,7,44,6.0,7,0.7
13303,2025-12-25,7,129,10.0,59,0.33
13304,2025-12-25,7,30,12.0,8,0.8
13305,2025-12-25,7,127,12.5,110,0.92
13306,2025-12-25,7,17,9.6,5,0.36
13307,2025-12-25,7,36,6.2,3,0.43
13308,2025-12-25,7,82,9.2,2,0.67
13309,2025-12-25,7,76,5.3,51,0.07
13310,2025-12-25,7,122,5.8,71,0.19
13311,2025-12-25,7,26,4.9,4,0.57
13312,2025-12-25,7,105,4.4,390,0.53
13313,2025-12-25,7,50,12.9,3,0.21
13314,2025-12-25,7,75,4.5,342,0.47
13315,2025-12-25,7,79,9.9,2,0.4
13316,2025-12-25,7,55,36.6,10,0.48
13317,2025-12-25,7,96,3.5,65,0.36
13318,2025-12-25,7,53,9.5,1,0.07
13319,2025-12-25,7,117,5.5,7,0.02
13320,2025-12-25,7,18,4.4,20,0.95
13321,2025-12-25,7,130,8.6,322,0.88
13322,2025-12-25,7,45,3.9,16,0.76
13323,2025-12-25,7,146,5.7,0,0.0
13324,2025-12-25,7,61,3.8,3,1.0
13325,2025-12-25,7,70,7.9,2,1.0
13326,2025-12-25,7,94,3.1,118,0.66
13327,2025-12-25,7,72,4.1,0,0.0
13328,2025-12-25,7,115,7.2,332,0.91
13329,2025-12-25,7,33,6.3,5,0.71
13330,2025-12-25,7,47,25.6,7,1.0
13331,2025-12-25,7,108,9.8,44,0.24
13332,2025-12-25,7,43,7.5,4,0.8
13333,2025-12-25,7,134,6.1,10,0.71
13334,2025-12-25,7,21,12.0,0,0.0
13335,2025-12-25,7,1,26.2,6,0.86
13336,2025-12-25,7,121,8.8,0,0.0
13337,2025-12-25,7,64,0.7,7,1.0
13338,2025-12-25,7,34,14.1,1,0.2
13339,2025-12-25,7,90,1.2,0,0.0
13340,2025-12-25,7,3,9.4,18,0.86
13341,2025-12-25,7,60,22.7,3,1.0
13342,2025-12-25,7,42,2.2,2,0.4
13343,2025-12-25,7,78,19.9,1,0.2
13344,2025-12-25,7,5,21.5,4,0.8
13345,2025-12-25,7,104,3.5,1549,0.85
13346,2025-12-25,7,125,8.6,35,0.19
13347,2025-12-25,7,28,7.1,4,0.57
13348,2025-12-25,7,87,6.4,10,1.0
13349,2025-12-25,7,15,25.2,0,0.0
13350,2025-12-25,7,86,5.7,1,0.2
13351,2025-12-25,7,25,17.3,7,1.0
13352,2025-12-25,7,128,8.0,172,0.96
13353,2025-12-25,7,97,21.5,8,0.01
13354,2025-12-25,7,32,17.2,7,1.0
13355,2025-12-25,7,38,7.9,6,0.43
13356,2025-12-25,7,23,21.1,1,0.03
13357,2025-12-25,7,141,3.5,1,1.0
13358,2025-12-25,7,102,1.1,168,0.46
13359,2025-12-25,8,100,7.6,282,0.77
13360,2025-12-25,8,81,13.0,5,1.0
13361,2025-12-25,8,56,9.6,8,0.8
13362,2025-12-25,8,61,19.7,3,1.0
13363,2025-12-25,8,22,62.2,19,0.63
13364,2025-12-25,8,124,15.4,112,0.31
13365,2025-12-25,8,21,40.7,5,0.5
13366,2025-12-25,8,131,10.7,252,0.69
13367,2025-12-25,8,1,28.9,1,0.14
13368,2025-12-25,8,59,27.6,2,0.67
13369,2025-12-25,8,15,19.5,16,0.76
13370,2025-12-25,8,26,4.5,3,0.43
13371,2025-12-25,8,8,19.3,6,0.6
13372,2025-12-25,8,63,18.4,2,0.67
13373,2025-12-25,8,23,18.5,26,0.87
13374,2025-12-25,8,46,61.6,2,0.29
13375,2025-12-25,8,18,9.9,20,0.95
13376,2025-12-25,8,11,7.6,7,1.0
13377,2025-12-25,8,125,9.5,98,0.54
13378,2025-12-25,8,78,24.1,4,0.8
13379,2025-12-25,8,19,6.6,1,0.2
13380,2025-12-25,8,13,18.2,1,0.14
13381,2025-12-25,8,134,7.1,1,0.07
13382,2025-12-25,8,2,23.3,12,0.57
13383,2025-12-25,8,85,13.7,1,0.5
13384,2025-12-25,8,5,22.1,5,1.0
13385,2025-12-25,8,140,2.8,5,1.0
13386,2025-12-25,8,72,2.5,2,1.0
13387,2025-12-25,8,110,15.8,127,0.17
13388,2025-12-25,8,93,10.3,357,0.98
13389,2025-12-25,8,73,4.0,1,0.5
13390,2025-12-25,8,107,7.2,36,0.05
13391,2025-12-25,8,68,11.3,6,0.6
13392,2025-12-25,8,89,20.5,8,0.27
13393,2025-12-25,8,41,8.5,26,0.87
13394,2025-12-25,8,141,8.0,1,1.0
13395,2025-12-25,8,144,13.6,5,1.0
13396,2025-12-25,8,70,13.0,0,0.0
13397,2025-12-25,8,106,18.9,80,0.44
13398,2025-12-25,8,57,9.2,5,0.36
13399,2025-12-25,8,99,27.8,689,0.94
13400,2025-12-25,8,24,17.8,16,0.76
13401,2025-12-25,8,108,11.5,71,0.39
13402,2025-12-25,8,103,13.5,702,0.96
13403,2025-12-25,8,127,7.1,80,0.67
13404,2025-12-25,8,74,6.6,1,0.5
13405,2025-12-25,8,148,3.0,8,0.8
13406,2025-12-25,8,117,22.0,336,0.92
13407,2025-12-25,8,135,6.6,4,0.8
13408,2025-12-25,8,120,15.4,105,0.29
13409,2025-12-25,8,95,16.7,197,0.54
13410,2025-12-25,8,129,15.8,36,0.2
13411,2025-12-25,8,79,22.7,4,0.8
13412,2025-12-25,8,119,6.7,67,0.37
13413,2025-12-25,8,53,21.5,13,0.93
13414,2025-12-25,8,32,22.3,7,1.0
13415,2025-12-25,8,101,20.7,199,0.55
13416,2025-12-25,8,50,30.7,6,0.43
13417,2025-12-25,8,25,5.5,5,0.71
13418,2025-12-25,8,92,0.6,27,0.15
13419,2025-12-25,8,48,22.2,1,0.03
13420,2025-12-25,8,113,1.4,196,0.54
13421,2025-12-25,8,146,7.8,2,0.29
13422,2025-12-25,8,116,19.4,46,0.51
13423,2025-12-25,8,138,5.5,1,0.2
13424,2025-12-25,8,88,16.1,6,0.6
13425,2025-12-25,8,34,16.3,5,1.0
13426,2025-12-25,8,69,7.8,8,0.38
13427,2025-12-25,8,35,20.0,5,1.0
13428,2025-12-25,8,83,25.6,0,0.0
13429,2025-12-25,8,3,17.9,11,0.52
13430,2025-12-25,8,9,8.2,4,0.29
13431,2025-12-25,8,62,10.5,3,1.0
13432,2025-12-25,8,52,11.9,27,0.9
13433,2025-12-25,8,20,5.9,4,1.0
13434,2025-12-25,8,12,17.2,2,0.4
13435,2025-12-25,8,121,7.0,9,0.05
13436,2025-12-25,9,31,5.5,7,0.7
13437,2025-12-25,9,38,10.3,3,0.21
13438,2025-12-25,9,141,5.2,0,0.0
13439,2025-12-25,9,84,17.2,9,0.64
13440,2025-12-25,9,1,64.9,3,0.43
13441,2025-12-25,9,46,52.4,7,1.0
13442,2025-12-25,9,15,19.1,3,0.14
13443,2025-12-25,9,69,8.4,18,0.86
13444,2025-12-25,9,39,7.1,2,0.29
13445,2025-12-25,9,50,26.5,1,0.07
13446,2025-12-25,9,139,12.7,1,0.33
13447,2025-12-25,9,51,21.0,8,0.57
13448,2025-12-25,9,33,15.8,0,0.0
13449,2025-12-25,9,35,13.4,4,0.8
13450,2025-12-25,9,67,3.7,0,0.0
13451,2025-12-25,9,3,15.1,2,0.1
13452,2025-12-25,9,132,0.7,106,0.59
13453,2025-12-25,9,102,7.2,3,0.01
13454,2025-12-25,9,47,1.5,3,0.43
13455,2025-12-25,9,55,4.4,21,1.0
13456,2025-12-25,9,121,7.7,84,0.47
13457,2025-12-25,9,58,12.8,3,1.0
13458,2025-12-25,9,146,7.3,5,0.71
13459,2025-12-25,9,94,12.4,97,0.54
13460,2025-12-25,9,120,18.2,17,0.05
13461,2025-12-25,9,124,8.8,119,0.33
13462,2025-12-25,9,111,7.1,111,0.3
13463,2025-12-25,9,113,3.6,122,0.33
13464,2025-12-25,9,100,16.5,57,0.16
13465,2025-12-25,9,71,13.6,1,0.5
13466,2025-12-25,9,123,4.4,162,0.9
13467,2025-12-25,9,134,6.8,11,0.79
13468,2025-12-25,9,56,8.6,6,0.6
13469,2025-12-25,9,26,17.1,6,0.86
13470,2025-12-25,10,19,6.9,0,0.0
13471,2025-12-25,10,120,14.8,205,0.56
13472,2025-12-25,10,14,7.4,12,0.86
13473,2025-12-25,10,49,12.0,11,0.79
13474,2025-12-25,10,63,4.8,0,0.0
13475,2025-12-25,10,20,5.3,4,1.0
13476,2025-12-25,10,89,3.8,18,0.6
13477,2025-12-25,10,92,14.8,59,0.33
13478,2025-12-25,10,94,12.2,44,0.24
